CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Total_Numero_Cotistas;Valor_Ativo;Patrimonio_Liquido;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes
35.755.044/0001-06;01/05/2022;1;15/06/2022;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;-;14.301.677.307.088;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;0;0;0;1056;193051260.28;135638648.59;9,48411E+14;0.000139;0.003331;0.003331;0
35.755.044/0001-06;01/06/2022;1;15/07/2022;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;-;14.301.677.307.088;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;0;0;0;1056;191158095.03;135936807.72;9,50496E+14;0.000136;0.002198;0.002198;0
35.755.044/0001-06;01/07/2022;1;15/08/2022;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;-;14.301.677.307.088;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;1835338.65;0;0;1056;187318891.74;134424769.4;9,39923E+14;0.000138;0.002378;-0.011123;0.013501
35.755.044/0001-06;01/08/2022;1;15/09/2022;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;-;15.243.987.178.306;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;0;0;0;1057;194337490.76;143704327.49;9,42695E+14;0.000129;0.002949;0.002949;0
35.755.044/0001-06;01/09/2022;1;17/10/2022;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;-;15.243.987.178.306;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;0;0;0;1057;185717375.71;143359456.66;9,40433E+14;0.000129;-0.0024;-0.0024;0
35.755.044/0001-06;01/10/2022;1;15/11/2022;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;-;15.243.987.178.306;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;0;0;0;1057;161048782.24;143617773.9;9,42127E+14;0.000129;0.001802;0.001802;0
35.755.044/0001-06;01/11/2022;1;15/12/2022;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;-;15.243.987.178.306;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;0;0;0;1057;121610053.78;109362885.37;7,17417E+14;0.000169;0.02949;-0.00724;0.03673
35.755.044/0001-06;01/12/2022;1;16/01/2023;FUNDO DE INVESTIMENTO IMOBILIARIO XP EXETER;03/12/2020;INVESTIDOR PROFISSIONAL;;15.243.987.178.306;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;0;15337.28;0;1058;107916299.94;101295716.27;6,64496E+14;0.000151;0.00853;-0.073765;0.082295
35.755.232/0001-34;01/01/2022;1;15/02/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;8.999.999.999;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;8168.11;0;49;100706365.64;100420652.33;1,11579E+14;8.1E-05;-0.002111;-0.002111;0
35.755.232/0001-34;01/02/2022;1;15/03/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;8.999.999.999;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;7374.09;0;49;105270541.88;100215109.03;1,1135E+14;7.4E-05;-0.002047;-0.002047;0
35.755.232/0001-34;01/03/2022;1;18/04/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;9058.94;0;49;110577332.95;107028991.03;1,11155E+14;8.5E-05;-0.00175;-0.00175;0
35.755.232/0001-34;01/04/2022;1;13/05/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;9059.07;0;49;110311204.8;106852202.21;1,10972E+14;8.5E-05;-0.001652;-0.001652;0
35.755.232/0001-34;01/05/2022;1;15/06/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;9087.21;0;49;108049474.01;106629021;1,1074E+14;8.5E-05;-0.002089;-0.002089;0
35.755.232/0001-34;01/06/2022;1;15/07/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;8651.88;0;49;107819329.15;106216242.93;1,10311E+13;8.1E-05;-0.003871;-0.003871;0
35.755.232/0001-34;01/07/2022;1;15/08/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;8634.58;0;49;107607070.09;106194334.63;1,10288E+14;8.1E-05;-0.000206;-0.000206;0
35.755.232/0001-34;01/08/2022;1;15/09/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;9440.71;0;49;107374162.65;105934744.17;1,10019E+14;8.9E-05;-0.002444;-0.002444;0
35.755.232/0001-34;01/09/2022;1;17/10/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;2644.85;0;49;107128589.03;105724915.63;1,09801E+14;2.5E-05;-0.001981;-0.001981;0
35.755.232/0001-34;01/10/2022;1;16/11/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;2638.11;0;49;107194168.49;105523666.96;1,09592E+14;2.5E-05;-0.001904;-0.001904;0
35.755.232/0001-34;01/11/2022;1;15/12/2022;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;2514.86;0;49;106901094.33;106195228.17;1,10289E+14;2.4E-05;0.006364;0.006364;0
35.755.232/0001-34;01/12/2022;1;16/01/2023;BRESCO COINVESTIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO;12/03/2021;INVESTIDOR QUALIFICADO E PROFISSIONAL;-;9.628.786.178.434;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Determinado;0;2778.67;0;49;111664346.01;111436866.72;1,15733E+14;2.5E-05;0.049359;0.049359;0
35.765.826/0001-26;01/01/2022;1;15/02/2022;FII AUTONOMY;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;2943242.07;45848.57;349942.32;6268;517100906.66;491699602.74;10190692799;9.3E-05;0.00713912;0.0011464;0.00599272
35.765.826/0001-26;01/02/2022;1;08/03/2022;FII AUTONOMY;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3280991.16;41960.72;349942.32;6762;518147006.85;491831341.8;10193423149;8.5E-05;0.00625378;0.00026793;0.00598585
35.765.826/0001-26;01/03/2022;1;18/04/2022;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;6320732.97;49276.04;0;7137;497964468.65;488386140.04;10122019811;0.000101;-0.00033388;-0.00700484;0.00667096
35.765.826/0001-26;01/04/2022;1;16/05/2022;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3473990.64;221505.65;0;8201;495208235.83;488502376.91;10124428872;0.000453;0.01318008;0.000238;0.01294208
35.765.826/0001-26;01/05/2022;1;16/06/2022;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3473990.64;251014.35;0;8688;495761556.61;489073625.01;10136268243;0.000513;0.0082809;0.00116939;0.00711151
35.765.826/0001-26;01/06/2022;1;14/07/2022;AUTONOMY EDIFICIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3859989.6;233315.42;0;9088;495407696.04;488355728.68;10121389523;0.000478;0.00563534;-0.00146787;0.00710321
35.765.826/0001-26;01/07/2022;1;15/08/2022;AUTONOMY EDIFICIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3473990.64;224139.33;0;9407;494095222.15;489002250.79;10134788981;0.000458;0.00922793;0.00132388;0.00790405
35.765.826/0001-26;01/08/2022;1;15/09/2022;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3522240.51;253373.57;0;9877;492815135.24;489178047.14;10138432438;0.000518;0.00746374;0.0003595;0.00710424
35.765.826/0001-26;01/09/2022;1;13/10/2022;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3522240.51;239540.49;0;10456;493002594.66;489318445.52;10141342257;0.00049;0.00748733;0.00028701;0.00720032
35.765.826/0001-26;01/10/2022;1;16/11/2022;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3570490.38;227050.1;0;10871;497365806.49;493650132.26;1023111839;0.00046;0.01605075;0.00885249;0.00719826
35.765.826/0001-26;01/11/2022;2;05/01/2023;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;3618740.25;210405.35;0;11495;498577331.3;494835689.55;10255689591;0.000425;0.00861723;0.00139168;0.00722555
35.765.826/0001-26;01/12/2022;1;16/01/2023;AUTONOMY EDIFÍCIOS CORPORATIVOS FII;02/09/2020;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;6368982.84;217829.49;0;11456;457657471.63;451193452.1;9351184824;0.000483;-0.0808824;-0.08819541;0.00731301
35.765.889/0001-82;01/01/2022;3;04/04/2022;JACARANDA - FII;18/10/2020;INVESTIDOR PROFISSIONAL;;481675;N;N;Híbrido;Outros;Ativa;Indeterminado;0;30431.59;0;1;134577456.88;61528714.91;127739067;0.000495;-0.000447;-0.000279;-0.000168
35.765.889/0001-82;01/02/2022;2;04/04/2022;JACARANDA - FII;18/10/2020;INVESTIDOR PROFISSIONAL;;481675;N;N;Híbrido;Outros;Ativa;Indeterminado;499641.99;30431.59;0;1;135298235.01;61764184.38;128227922;0.000493;0.015653;0.003827;0.011826
35.765.889/0001-82;01/03/2022;1;18/04/2022;JACARANDA - FII;18/10/2020;INVESTIDOR PROFISSIONAL;;481675;N;N;Híbrido;Outros;Ativa;Indeterminado;1055632.95;30431.59;0;1;135847384.83;61764893.24;128229394;0.000493;0.009013;1.1E-05;0.009002
35.765.889/0001-82;01/04/2022;1;20/05/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;48.167.511.984;N;N;Híbrido;Outros;Ativa;Indeterminado;0;25626.6;0;1;135728472.32;61689777.32;1,28073E+14;0.00042;-0.001087;-0.001087;0
35.765.889/0001-82;01/05/2022;1;13/06/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;48.167.511.984;N;N;Híbrido;Outros;Ativa;Indeterminado;0;33626.6;0;1;137230764.32;63184069.32;1,31176E+14;0.00013;0.024222;0.024222;0
35.765.889/0001-82;01/06/2022;1;14/07/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;48.167.511.984;N;N;Híbrido;Outros;Ativa;Indeterminado;0;33626.6;0;1;137843222.46;63796527.46;1,32447E+14;0.00053;0.009693;0.009693;0
35.765.889/0001-82;01/07/2022;1;15/08/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;48.167.511.984;N;N;Híbrido;Outros;Ativa;Indeterminado;0;8000;0;1;139130189.8;65137007;1,3523E+14;0.00012;0.021011;0.021011;0
35.765.889/0001-82;01/08/2022;1;14/09/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;48.167.511.984;N;N;Híbrido;Outros;Ativa;Indeterminado;0;8000;0;1;139780141.73;65786293.69;1,36578E+14;0.00012;0.009968;0.009968;0
35.765.889/0001-82;01/09/2022;1;14/10/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;54.695.220.710.147;N;N;Híbrido;Outros;Ativa;Indeterminado;0;8000;0;1;150239159.01;76244703.58;1,39399E+14;0.0001;0.020655;0.020655;0
35.765.889/0001-82;01/10/2022;1;08/11/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;58.840.369.848.353;N;N;Híbrido;Outros;Ativa;Indeterminado;0;8000;0;1;157009722.95;83014689.06;1,41085E+14;0.0001;0.01209;0.01209;0
35.765.889/0001-82;01/11/2022;1;13/12/2022;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;58.636.951.252.346;N;N;Híbrido;Outros;Ativa;Indeterminado;0;8000;0;1;156744323.1;89865414.86;1,53257E+14;0.00009;0.011214;0.011214;0
35.765.889/0001-82;01/12/2022;1;16/01/2023;JACARANDÁ FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/10/2020;INVESTIDOR PROFISSIONAL;0;58.636.951.252.346;N;N;Híbrido;Outros;Ativa;Indeterminado;0;8000;0;1;157195053.71;90315509.16;1,54025E+14;0.00009;0.005008;0.005008;0
35.765.907/0001-26;01/01/2022;1;15/02/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;16.952.888.363;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;222937.85;0;2;1750296262.24;1621825646.17;9570455619;0.000137;0.00309194;0.00309194;0
35.765.907/0001-26;01/02/2022;1;16/03/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;174.560.978.811;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;201763.91;0;2;1764954713.9;1564119071.58;8960301908;0.000129;0.0005377;0.0005377;0
35.765.907/0001-26;01/03/2022;1;18/04/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;174.560.978.811;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;226778.13;0;2;1799385190.18;1574918749.25;9022169559;0.000144;0.01927809;0.00690464;0.01237345
35.765.907/0001-26;01/04/2022;1;16/05/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;175.744.537.405;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;424582.77;0;2;1784907890.04;1572127062.04;8945524483;0.00027;0.0107799;-0.00849519;0.01927509
35.765.907/0001-26;01/05/2022;1;16/06/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;176.467.922.295;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;228387.76;0;2;1790320206.45;1579964792.56;8953269081;0.000145;0.00586525;0.00086575;0.0049995
35.765.907/0001-26;01/06/2022;1;15/07/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;176.936.489.036;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;218220.32;0;2;1880388685.95;1677385496.42;9480155877;0.00013;0.06443359;0.05884854;0.00558505
35.765.907/0001-26;01/07/2022;1;15/08/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;177.234.691.985;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;230923.03;0;2;1877595618;1677415377.76;9464373814;0.000138;0.00293947;-0.00166475;0.00460422
35.765.907/0001-26;01/08/2022;1;15/09/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;178.331.901.925;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;253207.86;0;2;1876666115.81;1679462002.58;9417619531;0.000151;-0.00150542;-0.00494003;0.00343461
35.765.907/0001-26;01/09/2022;1;17/10/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;178.918.967.713;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;231427.13;0;2;1876881638.35;1684154255.41;9412944178;0.000137;0.00244878;-0.00049645;0.00294523
35.765.907/0001-26;01/10/2022;1;16/11/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;180.117.521.894;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;221554.33;0;2;1907801909.49;1716674323.47;9530856884;0.000129;0.01672204;0.01252666;0.00419538
35.765.907/0001-26;01/11/2022;1;15/12/2022;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;180.949.970.397;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;224934.88;0;2;1908334816.3;1719912683.01;9504907236;0.000131;0.0033329;-0.0027227;0.0060556
35.765.907/0001-26;01/12/2022;1;16/01/2023;GOLGI FII;01/04/2020;INVESTIDOR PROFISSIONAL;;181.546.275.345;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;0;247731.6;0;2;1910693116.43;1723474539.78;9493307073;0.000144;0.00226997;-0.00122044;0.00349041
35.819.314/0001-03;01/01/2022;1;15/02/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;7.736.744.368.085;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;164754100.85;122363011.93;0.15815827;0;-0.01093567;-0.01093567;0
35.819.314/0001-03;01/02/2022;1;08/03/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;7.862.381.490.818;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;164864313.23;123270213.45;0.15678483;0;-0.00868396;-0.00868396;0
35.819.314/0001-03;01/03/2022;1;18/04/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;8.030.290.405.881;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;165019287.66;124205837.71;0.15467166;0;-0.01347815;-0.01347815;0
35.819.314/0001-03;01/04/2022;1;16/05/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;8.291.511.769.143;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;167462359.61;127457906.53;0.15372095;0;-0.00614663;-0.00614663;0
35.819.314/0001-03;01/05/2022;1;16/06/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;8.517.306.985.045;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;147680954.54;131842794.02;0.15479399;0;0.00698044;0.00698044;0
35.819.314/0001-03;01/06/2022;1;15/07/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;8.614.379.862.443;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;160970974.57;133033883.69;0.15443234;0;-0.00233633;-0.00233633;0
35.819.314/0001-03;01/07/2022;1;15/08/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;8.614.379.862.443;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;142076553.95;127071167.79;0.14751052;0;0.03410621;0.03410621;0
35.819.314/0001-03;01/08/2022;1;15/09/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;8.705.087.388.511;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;142160614.56;127171163.01;0.14608832;0;-0.00964135;-0.00964135;0
35.819.314/0001-03;01/09/2022;1;13/10/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;9.798.522.344.939;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;159426689.91;143809922.67;0.14676695;0;0.00464534;0.00464534;0
35.819.314/0001-03;01/10/2022;1;16/11/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;9.821.018.373.828;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;144935883;130747182.32;0.13312996;0;-0.0014758;-0.0014758;0
35.819.314/0001-03;01/11/2022;1;15/12/2022;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;9.896.161.252.376;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;144373916.91;131621586.03;0.13300267;0;-0.00095613;-0.00095613;0
35.819.314/0001-03;01/12/2022;1;16/01/2023;FII JIVE III;17/11/2020;INVESTIDOR QUALIFICADO;;1.094.623.196.186;N;N;Renda;Híbrido;Ativa;Indeterminado;0;0;0;1;146683101.34;145034152.13;0.13249687;0;-0.00380293;-0.00380293;0
35.820.768/0001-96;01/01/2022;2;18/04/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;20775;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;45000;4803.02;18;25156344.88;25106436.56;1,20849E+13;0.000896;-0.000985;-0.000985;
35.820.768/0001-96;01/02/2022;2;18/04/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;20775;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;67500;4803.02;23;25278320.89;25205817.83;1,21328E+14;0.000893;0.003958;0.003958;
35.820.768/0001-96;01/03/2022;1;18/04/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;20775;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;67500;4803.02;22;25151767.82;25079336.22;1,20719E+14;0.000897;-0.001051;-0.001051;
35.820.768/0001-96;01/04/2022;1;16/05/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;20775;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;90000;4803.02;24;25151021.68;25053111.89;1,20593E+14;0.000898;-0.001046;-0.001046;
35.820.768/0001-96;01/05/2022;1;15/06/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;20775;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;112500;4803.02;37;25275235.9;25154716.55;1,21082E+13;0.000894;0.004056;0.004056;
35.820.768/0001-96;01/06/2022;1;15/07/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;21407;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;135000;4803.02;38;26027193.43;25884380.22;1,20915E+14;0.000869;-0.001372;-0.001372;
35.820.768/0001-96;01/07/2022;1;15/08/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;24740;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;159455.16;4803.02;37;29858344.92;29691079.51;1,20012E+14;0.000824;-0.005351;-0.005351;
35.820.768/0001-96;01/08/2022;2;17/10/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;25358;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;26938.02;4803.02;36;30461553.75;30429676.69;1,2E+14;0.000885;-0.000101;-0.000101;
35.820.768/0001-96;01/09/2022;1;17/10/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;35483;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;28877.95;4803.02;36;42588441.45;42554614.66;1,1993E+14;0.000709;-0.000589;-0.000589;
35.820.768/0001-96;01/10/2022;1;16/11/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;47235;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;42112.77;4803.02;43;55991231.99;55944103.55;1,18438E+14;0.000753;-0.012439;-0.012439;
35.820.768/0001-96;01/11/2022;1;15/12/2022;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/05/2020;INVESTIDORES EM GERAL;BRZIFICTF000;47360;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;43960.72;4803.02;70;56127876.79;56078891.02;1,1841E+14;0.000784;-0.000236;-0.000236;
